identifier;name;familyName;givenName;country;group;gender;citizenship;memberships;born_place;born_day;born_month;born_year;disability;born_lat;born_lon;relatives;educated_at;highest_degree;occupation
197400;abir al-sahlani;Al-Sahlani;Abir;SE;Renew;FEMALE;SWE;D-IQ,LIBE,EMPL,FEMM,DSEE;Basra;18.0;5.0;1976.0;;31.043888888;46.2575;;Mid Sweden University;university;politician,manager
197844;petar vitanov;Vitanov;Petar;BG;S&D;MALE;BGR;ENVI,TRAN,DSCA,DEPA,LIBE,DSEE,D-RU;Sliven;18.0;4.0;1982.0;;42.678146;26.325963;;Sofia University;;politician
237465;matthias ecke;Ecke;Matthias;DE;S&D;MALE;DEU;REGI,D-BY,ITRE,D-IL,DPAL,DEPA;Meerane;12.0;4.0;1983.0;;50.851944444;12.463611111;;Leipzig University,Charles University;;politician
197533;manon aubry;Aubry;Manon;FR;The Left;FEMALE;FRA;ECON,JURI,FISC,DCAR,DEVE;Frejus;22.0;12.0;1989.0;;43.433055555;6.735555555;;University of Sydney,Sciences Po,Columbia University;university;politician,athlete,activist,professor
197552;veronika vrecionová;Vrecionová;Veronika;CZ;ECR;FEMALE;CZE;AGRI,DAND,DLAT,EMPL,D-US;České Budějovice;8.0;9.0;1965.0;;48.974722222;14.474722222;;Prague University of Economics and Business;;politician
24922;pascal arimont;Arimont;Pascal;BE;PPE;MALE;BEL;REGI,JURI,DANZ,ITRE,D-ZA;Malmedy;25.0;9.0;1974.0;;50.423888888;6.025833333;;Université catholique de Louvain;university;politician,lawyer
35016;marco campomenosi;Campomenosi;Marco;IT;ID;MALE;ITA;TRAN,D-UK,D-IQ,D-IR,DLAT,INTA,IMCO,D-MX,D-JP;GENOVA;2.0;9.0;1975.0;;44.407186111;8.933983333;;University of Genoa;university;consultant,lawyer,politician,manager
193273;romeo franz;Franz;Romeo;DE;Verts/ALE;MALE;DEU;DSEE,CULT,EMPL,LIBE,D-AL;Kaiserslautern;28.0;10.0;1966.0;;49.444722222;7.768888888;;;;jazz musician,pianist,politician
96812;juan fernando lópez aguilar;López Aguilar;Juan Fernando;ES;S&D;MALE;ESP;LIBE,DACP,DAFR,DEVE,AFCO,D-IR,D-CN,DLAT;Las Palmas de Gran Canaria;10.0;6.0;1961.0;;28.127222222;-15.431388888;;Tufts University,The Fletcher School of Law and Diplomacy,University of Bologna,University of Granada,Complutense University of Madrid;phd;teacher,caricaturist,professor,lawyer,politician
197470;saskia bricmont;Bricmont;Saskia;BE;Verts/ALE;FEMALE;BEL;INTA,LIBE,DMAG,D-CA,DMED;Tournai;16.0;3.0;1985.0;;50.605555555;3.388055555;;Free University of Brussels,Institut d'études européennes,Université Libre de Bruxelles;;politician
22858;fabienne keller;Keller;Fabienne;FR;Renew;FEMALE;FRA;BUDG,LIBE,DMAS,DMED,DMAG;Sélestat;20.0;10.0;1959.0;;48.259444444;7.454166666;;University of California, Berkeley,Lycée Kléber,French National School of Forestry,École polytechnique;university;politician,official,manager,banker
197596;teuvo hakkarainen;Hakkarainen;Teuvo;FI;ECR;MALE;FIN;ENVI,DCAM,DLAT;Viitasaari;12.0;4.0;1960.0;;63.075;25.859722222;;;;politician
130833;stelios kouloglou;Kouloglou;Stelios;GR;The Left;MALE;GRC;DMER,AFET,DANZ,IMCO,CULT,DROI,DLAT;Athens;27.0;2.0;1953.0;;37.984166666;23.728055555;;National and Kapodistrian University of Athens;;journalist,politician,writer
125038;maite pagazaurtundúa;Pagazaurtundúa;Maite;ES;Renew;FEMALE;ESP;LIBE,DPAL,DMED,AFCO,PETI,DACP,DAFR;Donostia San Sebastián;11.0;2.0;1965.0;;43.2661645;-1.9749167;;University of Deusto;university;politician,writer
124844;piernicola pedicini;Pedicini;Piernicola;IT;Verts/ALE;MALE;ITA;ECON,D-MD,DEPA,ENVI,DACP,DCAB;Benevento;22.0;5.0;1969.0;;41.133333333;14.783333333;;University of Naples Federico II;university;researcher,official,politician,manager
197843;andrius kubilius;Kubilius;Andrius;LT;PPE;MALE;LTU;DEPA,AFET,ITRE,D-UA,D-RU,D-IL;Lietuva;8.0;12.0;1956.0;;54.687222222;25.28;Vytautas Kubilius,Janina Žėkaitė–Kubilienė;Vilnius University;;researcher,politician
197419;valter flego;Flego;Valter;HR;Renew;MALE;HRV;D-ME,ITRE,TRAN,D-RS;Koper;15.0;8.0;1972.0;;45.547542728;13.7306571;;University of Rijeka;;politician
197662;vangelis meimarakis;Meimarakis;Vangelis;GR;PPE;MALE;GRC;AFET,SEDE,D-US,DANZ,DNAT;ATHINA;14.0;12.0;1953.0;;37.984166666;23.728055555;Ioannis Meimarakis;National and Kapodistrian University of Athens,Panteion University;;lawyer,politician
197546;marcel kolaja;Kolaja;Marcel;CZ;Verts/ALE;MALE;CZE;IMCO,D-US,CULT,D-IN;Moravská Třebová;29.0;6.0;1980.0;;49.757953873;16.664303989;;Masaryk University;;engineer,politician
28390;pilar del castillo vera;del Castillo Vera;Pilar;ES;PPE;FEMALE;ESP;DAND,ITRE,DLAT,IMCO,D-UK,DSAS,DASE;Nador (Marruecos);31.0;7.0;1952.0;;;;;;phd;manager,journalist,professor,official,lawyer
58766;nicolae ştefănuță;Ştefănuță;Nicolae;RO;Verts/ALE;MALE;ROU;BUDG,SANT,D-US,ENVI,TRAN,D-MD,DNAT;RASINARI;3.0;1.0;1982.0;;;;;;university;politician,official,diplomat
213330;ernő schaller-baross;Schaller-Baross;Ernő;HU;NI;MALE;HUN;INTA,D-IN,CONT,D-ZA;Budapest;30.0;1.0;1987.0;;47.498333333;19.040833333;;Károli Gáspár University of the Reformed Church in Hungary;university;politician,official,lawyer,manager
190713;lukas mandl;Mandl;Lukas;AT;PPE;MALE;AUT;DKOR,SEDE,AFET,LIBE,DCAR,DSEE,EMPL,D-UK;Wien;12.0;7.0;1979.0;;48.208333333;16.3725;;University of Vienna;university;politician,consultant,professor
250235;witold pahl;Pahl;Witold;PL;PPE;MALE;POL;REGI,DLAT,JURI,DCAS;Wrocław;7.0;12.0;1961.0;;51.11;17.0325;;SWPS University,Faculty of Law and Administration of Adam Mickiewicz University in Poznań,Adam Mickiewicz University in Poznań;;politician
197449;michael bloss;Bloss;Michael;DE;Verts/ALE;MALE;DEU;ENVI,ITRE;Stuttgart;6.0;11.0;1986.0;;48.7775;9.18;;;;politician
197628;jean-paul garraud;Garraud;Jean-Paul;FR;ID;MALE;FRA;LIBE,DEEA,D-UA,DEVE,JURI;Toulouse;27.0;2.0;1956.0;;43.604444444;1.443888888;;French National School for the Judiciary;phd;politician,official,lawyer,manager
124837;joachim schuster;Schuster;Joachim;DE;S&D;MALE;DEU;D-ZA,INTA,ECON,SEDE,FISC,D-RU;Rastatt;28.0;10.0;1962.0;;48.857222222;8.203055555;;University of Marburg,University of Bremen;phd;politician,official
197403;alex agius saliba;Agius Saliba;Alex;MT;S&D;MALE;MLT;PETI,IMCO,DMED,DACP,DCAB,EMPL,ITRE,DPAL;Pieta;31.0;1.0;1988.0;;35.883333333;14.483333333;;University of Malta;;politician
197634;pedro marques;Marques;Pedro;PT;S&D;MALE;PRT;AFET,ECON,FISC,DMAG,D-IN,DMED;Alcochete;1.0;8.0;1976.0;;38.755277777;-8.960833333;;;university;researcher,politician
197845;tsvetelina penkova;Penkova;Tsvetelina;BG;S&D;FEMALE;BGR;D-UK,ITRE,REGI,D-JP,CONT,IMCO,DASE;Sofia;19.0;2.0;1988.0;;42.697886;23.321726;;Central European University;university;politician,lawyer
221463;ladislav ilčić;Ilčić;Ladislav;HR;ECR;MALE;HRV;PECH,DSEE,ITRE,AGRI;Varaždin;4.0;8.0;1970.0;;46.308055555;16.337777777;;;;politician
197537;alexandr vondra;Vondra;Alexandr;CZ;ECR;MALE;CZE;ENVI,SEDE,D-US,DMED,LIBE,D-IL;Praha;17.0;8.0;1961.0;;50.0875;14.421388888;;Faculty of Science, Charles University;;diplomat,journalist,researcher,politician
238639;johan nissinen;Nissinen;Johan;SE;ECR;MALE;SWE;ITRE,FEMM,D-ME,ECON,SANT,D-CN;Värnamo;17.0;5.0;1989.0;;57.18395;14.0486;;;;politician
124996;peter lundgren;Lundgren;Peter;SE;ECR;MALE;SWE;TRAN,EMPL,D-UK,DARP;Bjuv parish;2.0;2.0;1963.0;;56.08569;12.91732;;;secondary;politician
126644;jordi cañas;Cañas;Jordi;ES;Renew;MALE;ESP;DMER,DLAT,INTA,EMPL,D-MX,D-UK,IMCO,PETI;Barcelona;12.0;12.0;1969.0;;;;;;;
197655;cristian terheş;Terheş;Cristian;RO;ECR;MALE;ROU;CONT,D-ZA,LIBE,PETI;Zalău;4.0;12.0;1978.0;;47.191111111;23.057222222;;;;priest,politician
96796;ryszard antoni legutko;Legutko;Ryszard Antoni;PL;ECR;MALE;POL;D-CL,CULT,DANZ,DLAT;Kraków;24.0;12.0;1949.0;;;;;;phd;professor
197495;marek paweł balt;Balt;Marek Paweł;PL;S&D;MALE;POL;ENVI,DASE,ITRE;Czestochowa;8.0;4.0;1973.0;;;;;;;
124771;dominique bilde;Bilde;Dominique;FR;ID;FEMALE;FRA;DEVE,CONT,EMPL,D-AL,D-ME,DACP,DAFR,D-MK,D-RS,DSEE;Nancy;1.0;8.0;1953.0;;48.692777777;6.183611111;;;secondary;politician,businessperson
197480;nicolaus fest;Fest;Nicolaus;DE;ID;MALE;DEU;LIBE,D-JP,ECON,FEMM,DACP,DAFR;Berlin;1.0;7.0;1962.0;;53.55;10.0;Joachim Fest;;;journalist,lawyer,politician
96779;danuta maria hübner;Hübner;Danuta Maria;PL;PPE;FEMALE;POL;D-US,INTA,ECON,D-MX,D-UK,DLAT,AFCO,FISC;Nisko;8.0;4.0;1948.0;;;;;;phd;researcher,official,manager
125046;jonás fernández;Fernández;Jonás;ES;S&D;MALE;ESP;ECON,FISC,D-ME,BUDG,D-CN;Oviedo;8.0;1.0;1979.0;;43.3625;-5.850277777;;;university;manager,professor,lawyer,researcher,politician
197445;moritz körner;Körner;Moritz;DE;Renew;MALE;DEU;BUDG,LIBE,D-CN,D-IN;Wiesbaden;3.0;8.0;1990.0;;50.0825;8.24;;;university;politician
254721;vânia neto;NETO;Vânia;PT;PPE;FEMALE;PRT;ITRE,PECH,D-US,IMCO,FEMM,DCAM,DCAS,DLAT;Santarém;25.0;4.0;1979.0;;39.239166666;-8.686944444;;;;politician
197654;ciarán cuffe;Cuffe;Ciarán;IE;Verts/ALE;MALE;IRL;ITRE,TRAN,D-AL,D-US,REGI,D-UK,D-CN;Dublin;3.0;4.0;1963.0;;53.226;-6.124;;University of Maine,University College Dublin;university;politician,professor
96681;vilija blinkevičiūtė;Blinkevičiūtė;Vilija;LT;S&D;FEMALE;LTU;EMPL,FEMM,DEPA,CULT,DSCA;Linkuva;3.0;3.0;1960.0;;56.083333333;23.966666666;;Vilnius University Faculty of Law;;lawyer,politician
1909;bernd lange;Lange;Bernd;DE;S&D;MALE;DEU;INTA,DASE,D-JP;Oldenburg;14.0;11.0;1955.0;;53.143888888;8.213888888;;University of Göttingen;university;teacher,manager,screenwriter,politician,trade unionist
197466;jutta paulus;Paulus;Jutta;DE;Verts/ALE;FEMALE;DEU;ENVI,D-JP,ITRE,TRAN,D-AL,D-CA;Giessen;9.0;5.0;1967.0;;50.583333333;8.666666666;;University of Marburg,Herderschule Gießen;;politician
24594;anne sander;Sander;Anne;FR;PPE;FEMALE;FRA;AGRI,DEEA,EMPL,D-IR;Haguenau;1.0;10.0;1973.0;;48.816666666;7.787777777;Jean-Marie Sander;;phd;politician,researcher
218349;michiel hoogeveen;Hoogeveen;Michiel;NL;ECR;MALE;NLD;ECON,D-US,INTA,FEMM,DKOR;Leiden;1.0;1.0;1989.0;;52.16;4.49;;Free University of Amsterdam;;politician
96791;elżbieta katarzyna łukacijewska;Łukacijewska;Elżbieta Katarzyna;PL;PPE;FEMALE;POL;ENVI,TRAN,FEMM,DACP,DCAB,SANT,DARP;Jasło;25.0;11.0;1966.0;;;;;;university;politician,official
197438;mislav kolakušić;Kolakušić;Mislav;HR;NI;MALE;HRV;CONT,D-US,D-CA,JURI,D-JP;Zagreb;15.0;9.0;1969.0;;45.813055555;15.977222222;;Faculty of Law of the University of Zagreb;university;politician,lawyer
197695;anna-michelle asimakopoulou;Asimakopoulou;Anna-Michelle;GR;PPE;FEMALE;GRC;INTA,ECON,D-IL,AFET,BUDG,IMCO,DMED;New York;27.0;3.0;1967.0;;40.7;-74.0;;London School of Economics and Political Science,Cornell University,Complutense University of Madrid,Bryn Mawr College;university;researcher,manager,lawyer,politician,consultant
96709;morten løkkegaard;Løkkegaard;Morten;DK;Renew;MALE;DNK;D-IN,IMCO,DANZ,INTA,CULT,DMER,DLAT;Helsingør;20.0;12.0;1964.0;;56.036;12.6106;;Danish School of Journalism;;journalist,communications adviser,politician
23816;andrás gyürk;Gyürk;András;HU;NI;MALE;HUN;ITRE,DACP,DAFR,BUDG,D-BR;Budapest;2.0;12.0;1972.0;;47.498333333;19.040833333;;Budapest Business School Faculty of Finance and Accountancy,Eötvös Loránd University,Franciscan Gymnasium, Szentendre;university;politician,manager
197566;witold jan waszczykowski;Waszczykowski;Witold Jan;PL;ECR;MALE;POL;D-UA,AFET,SEDE,DEPA,INTA;Piotrkow Trybunalski;5.0;5.0;1957.0;;;;;;;
197840;rasa juknevičienė;Juknevičienė;Rasa;LT;PPE;FEMALE;LTU;SEDE,DSCA,DEVE,DEPA,AFET,LIBE;Panevėžys;26.0;1.0;1958.0;;55.725;24.363888888;;;;politician
124806;david mcallister;McAllister;David;DE;PPE;MALE;DEU;AFET,DCAR,D-UK,DNAT,INTA,SEDE,D-US,DLAT;Berlin;12.0;1.0;1971.0;;52.516666666;13.383333333;;Leibniz University Hannover;secondary;politician,lawyer
197457;henrike hahn;Hahn;Henrike;DE;Verts/ALE;FEMALE;DEU;ITRE,D-US,D-CN,BUDG,ECON;Munchen;4.0;9.0;1970.0;;48.1375;11.575;;Ludwig Maximilian University of Munich,University of Michigan,Wayne State University,University of Paris;;politician
197425;ralf seekatz;Seekatz;Ralf;DE;PPE;MALE;DEU;ECON,D-IN,DCAS,INTA,EMPL,D-RU;DERNBACH;10.0;11.0;1972.0;;50.458611111;7.787222222;;;phd;politician
124708;dita charanzová;Charanzová;Dita;CZ;Renew;FEMALE;CZE;IMCO,D-US,INTA,DMER,DLAT;Prague;30.0;4.0;1975.0;;50.0875;14.421388888;;Prague University of Economics and Business;phd;researcher,manager,diplomat,official,politician
197699;elena kountoura;Kountoura;Elena;GR;The Left;FEMALE;GRC;TRAN,DKOR,DMED,ITRE,FEMM,DMAS,D-US;Athens;2.0;11.0;1962.0;;37.984166666;23.728055555;Alexandros Kountouras;National and Kapodistrian University of Athens;university;politician,manager,athlete,model
204346;dominik tarczyński;Tarczyński;Dominik;PL;ECR;MALE;POL;AFET,INTA,DACP,DCAB,IMCO,D-US;Lublin;27.0;3.0;1979.0;;51.25;22.566666666;;John Paul II Catholic University of Lublin;;politician,film director
239257;achille variati;Variati;Achille;IT;S&D;MALE;ITA;ENVI,TRAN,D-AL,AGRI,DSEE,DLAT;Vicenza;19.0;1.0;1953.0;;45.55;11.55;;University of Padua;;politician
197475;christine anderson;Anderson;Christine;DE;ID;FEMALE;DEU;CULT,FEMM,IMCO;Eschwege;29.0;7.0;1968.0;;51.188055555;10.052777777;;;;politician
125001;harald vilimsky;Vilimsky;Harald;AT;ID;MALE;AUT;AFET,D-US,LIBE;Vienna;22.0;7.0;1966.0;;48.208333333;16.3725;;University of Vienna;;journalist,politician
96771;jarosław kalinowski;Kalinowski;Jarosław;PL;PPE;MALE;POL;AGRI,D-RS,PECH,DSEE;Wyszków;12.0;4.0;1962.0;;52.59278;21.4584;;Warsaw University of Life Sciences;;farmer,politician
124877;jadwiga wiśniewska;Wiśniewska;Jadwiga;PL;ECR;FEMALE;POL;DCAB,DACP,LIBE,ENVI,FEMM,D-CA;Myszków;2.0;7.0;1963.0;;50.5752;19.32461;;Jan Długosz University;;politician
197435;gabriele bischoff;Bischoff;Gabriele;DE;S&D;FEMALE;DEU;AFCO,EMPL,DMER,DANZ;Bad Wildungen;4.0;1.0;1961.0;;51.116666666;9.116666666;;;;manager,official,lawyer,politician,trade unionist
120478;martina michels;Michels;Martina;DE;The Left;FEMALE;DEU;REGI,CULT,D-IL,DMED,DEPA,DSCA;Berlin;1.0;12.0;1955.0;;52.516666666;13.383333333;;Humboldt University of Berlin;university;politician,official
197398;pär holmgren;Holmgren;Pär;SE;Verts/ALE;MALE;SWE;ENVI,D-RU,TRAN,AGRI,D-US,D-CN;Gävle;24.0;10.0;1964.0;;60.672777777;17.138055555;;Uppsala University;phd;teacher,writer,meteorologist,doctor,professor,politician
204414;margarita de la pisa carrión;de la Pisa Carrión;Margarita;ES;ECR;FEMALE;ESP;EMPL,FEMM,DAND,DLAT,ENVI,ITRE;Madrid;19.0;9.0;1975.0;;40.416944444;-3.703333333;;Complutense University of Madrid,International University of La Rioja;;doctor,researcher,politician
197835;aušra seibutytė;Seibutytė;Aušra;LT;PPE;FEMALE;LTU;ECON,DSAS,BUDG,FEMM,FISC,D-IN;;4.0;6.0;1958.0;;;;;;;
197670;andreas schieder;Schieder;Andreas;AT;S&D;MALE;AUT;D-MK,AFET,D-UK,DSEE,TRAN,D-US;Vienna;16.0;4.0;1969.0;;48.208333333;16.3725;Peter Schieder;University of Vienna;university;politician
96711;pascal canfin;Canfin;Pascal;FR;Renew;MALE;FRA;ENVI,D-MX,DLAT,ECON,DASE;Arras;22.0;8.0;1974.0;;50.289166666;2.78;;Institut d'études politiques de Bordeaux,Newcastle University;;teacher,journalist,professor,politician
183793;angelo ciocca;Ciocca;Angelo;IT;ID;MALE;ITA;AGRI,D-TR,ITRE,DMAG;Pavia;28.0;6.0;1975.0;;45.185280555;9.155;;Università degli Studi Niccolò Cusano;;politician
193292;tilly metz;Metz;Tilly;LU;Verts/ALE;FEMALE;LUX;DCAM,SANT,ENVI,TRAN,DLAT,AGRI;Luxembourg;26.0;5.0;1967.0;;49.610555555;6.132777777;;Université catholique de Louvain;university;teacher,manager,professor,official,politician
197828;manu pineda;Pineda;Manu;ES;The Left;MALE;ESP;DPAL,AFET,DMAS,DLAT,DROI,SEDE,D-CL;Málaga;2.0;9.0;1965.0;;36.716666666;-4.416666666;;;;trade unionist,politician,activist
197459;pierrette herzberger-fofana;Herzberger-Fofana;Pierrette;DE;Verts/ALE;FEMALE;DEU;DEVE,DPAP,DACP,DAFR,DCAR,AFET,FEMM;Bamako;20.0;3.0;1949.0;;12.645833333;-7.992222222;;University of Erlangen–Nuremberg,Trier University;;politician
197822;francesca donato;Donato;Francesca;IT;NI;FEMALE;ITA;PETI,DKOR,ITRE;Ancona;25.0;8.0;1969.0;;43.616666666;13.516666666;;University of Modena and Reggio Emilia;;politician
249285;lydie massard;Massard;Lydie;FR;Verts/ALE;FEMALE;FRA;ENVI,INTA;Saint- Brieuc;24.0;8.0;1978.0;;;;;;;
197547;irène tolleret;Tolleret;Irène;FR;Renew;FEMALE;FRA;REGI,D-JP,AGRI,FEMM,DMED;Béziers;17.0;8.0;1967.0;;43.343333333;3.216111111;;ESSEC Business School;;farmer,politician
197390;sara skyttedal;Skyttedal;Sara;SE;PPE;FEMALE;SWE;D-IQ,ITRE,LIBE,EMPL,SANT,DMAG;Tyresö;6.0;8.0;1986.0;;59.24305556;18.23055556;;Stockholm University,Södertörn University;;politician
134605;ramona strugariu;Strugariu;Ramona;RO;Renew;FEMALE;ROU;D-MD,LIBE,DEPA,AFET,CONT,PETI,D-TR;BIRLAD;6.0;8.0;1979.0;;46.216666666;27.666666666;;Alexandru Ioan Cuza University;university;politician,lawyer,researcher,manager
130256;dace melbārde;Melbārde;Dace;LV;PPE;FEMALE;LVA;ENVI,ITRE,SEDE;Riga;3.0;4.0;1971.0;;56.9475;24.106944444;;University of Latvia,Latvian Academy of Culture;phd;manager,professor,official,researcher,politician
197785;eugenia rodríguez palop;Rodríguez Palop;Eugenia;ES;The Left;FEMALE;ESP;FEMM,AGRI,D-MX,D-CL,DLAT,EMPL;Llerena;9.0;3.0;1970.0;;;;;;;
38420;cristian-silviu buşoi;Buşoi;Cristian-Silviu;RO;PPE;MALE;ROU;ITRE,SANT,DASE,ECON,ENVI,DARP;Drobeta Turnu-Severin;1.0;3.0;1978.0;;;;;;phd;politician
183338;jakop g. dalunde;Dalunde;Jakop G.;SE;Verts/ALE;MALE;SWE;TRAN,AFET,ITRE,DPAL;;2.0;2.0;1984.0;;;;;;secondary;engineer,manager
197493;jaak madison;Madison;Jaak;EE;ID;MALE;EST;AFET,AFCO,D-US,DCAM,DLAT,LIBE,DROI,SEDE,DACP,DAFR;Paide;22.0;4.0;1991.0;;58.883333333;25.566666666;;Tallinn School of Economics,Tallinn Old Town Adult Gymnasium,Tallinn School of Service,Q16410081,University of Tartu,Noarootsi Secondary School;university;politician
197825;raffaele stancanelli;Stancanelli;Raffaele;IT;ECR;MALE;ITA;JURI,D-CN,PECH,DASE;Regalbuto;30.0;6.0;1950.0;;37.65;14.633333333;;University of Catania;;politician
197433;katarina barley;Barley;Katarina;DE;S&D;FEMALE;DEU;LIBE,D-CL,D-UK,D-IN,AFET;Köln;19.0;11.0;1968.0;;50.942222222;6.957777777;;University of Marburg,University of Münster,University of Paris-Sud;phd;lawyer,politician
197648;alexander bernhuber;Bernhuber;Alexander;AT;PPE;MALE;AUT;ENVI,PETI,DSCA,DEPA,AGRI,D-MD;;18.0;5.0;1992.0;;;;;;university;politician,farmer,manager
197646;mircea-gheorghe hava;Hava;Mircea-Gheorghe;RO;PPE;MALE;ROU;D-CA,REGI,BUDG,D-CL;Oradea;26.0;12.0;1956.0;;;;;;;
204332;barry andrews;Andrews;Barry;IE;Renew;MALE;IRL;DEVE,INTA,D-UK,D-ZA,FEMM,D-TR;Dublin;16.0;5.0;1967.0;;53.349722222;-6.260277777;David Andrews;University College Dublin;university;lawyer,teacher,politician
218347;thijs reuten;Reuten;Thijs;NL;S&D;MALE;NLD;AFET,D-MK,D-UK,LIBE,D-TR,D-RS,DARP,DLAT;Bussum;1.0;1.0;1974.0;;52.27333;5.16111;Rosa Reuten,Geert Reuten;;;politician
197826;matteo adinolfi;Adinolfi;Matteo;IT;ID;MALE;ITA;CONT,ITRE,REGI,DARP,ENVI,DACP,DCAB;Latina;24.0;12.0;1963.0;;41.467222222;12.903611111;;Sapienza University of Rome;university;politician,teacher
244571;nikos papandreou;Papandreou;Nikos;GR;S&D;MALE;GRC;SEDE,DLAT,ENVI,DACP,DAFR,AFET,PECH,DMER;Alameda, California;29.0;9.0;1956.0;;;;;;phd;professor
197391;heléne fritzon;Fritzon;Heléne;SE;S&D;FEMALE;SWE;ENVI,SANT,CULT,FEMM,D-ZA;Kristianstad;29.0;9.0;1960.0;;56.031861111;14.152888888;;;;official,politician
197738;lídia pereira;Pereira;Lídia;PT;PPE;FEMALE;PRT;ECON,FISC,D-CN,ENVI,D-US;Se Nova;26.0;7.0;1991.0;;40.211111111;-8.428888888;;College of Europe,University of Coimbra;;politician
124873;angel dzhambazki;Dzhambazki;Angel;BG;ECR;MALE;BGR;JURI,D-MK,AFET,TRAN,AFCO,PETI,DSEE,D-US;Sofia;21.0;3.0;1979.0;;42.697886;23.321726;;Sofia University;;politician
197616;rosanna conte;Conte;Rosanna;IT;ID;FEMALE;ITA;PECH,DLAT,DEPA,ENVI,REGI,AGRI,D-RU,DAND;Portogruaro;17.0;4.0;1968.0;;45.783333333;12.833333333;;University of Bologna;;politician
236050;marie dauchy;Dauchy;Marie;FR;ID;FEMALE;FRA;ITRE,D-MX,AGRI,D-IL,DPAL;Calais;5.0;2.0;1987.0;;50.9475;1.855555555;;;;employee,politician
28586;dimitrios papadimoulis;Papadimoulis;Dimitrios;GR;The Left;MALE;GRC;BUDG,ECON,D-US,REGI;Athina;21.0;3.0;1955.0;;;;;;university;engineer,manager
197657;tudor ciuhodaru;Ciuhodaru;Tudor;RO;NI;MALE;ROU;;Bacau;16.0;1.0;1969.0;;46.583333333;26.916666666;;;;doctor,politician
197415;niyazi kizilyürek;Kizilyürek;Niyazi;CY;The Left;MALE;CYP;CULT,D-CL,DPAL,REGI,D-CA,DLAT;Nicosia;7.0;12.0;1959.0;;;;;;phd;researcher,manager,professor,lawyer,politician,consultant
197422;christine schneider;Schneider;Christine;DE;PPE;FEMALE;DEU;ENVI,FEMM,D-ZA,AGRI,DPAP;Landau;5.0;6.0;1972.0;;49.199444444;8.123055555;;;secondary;politician
197894;lászló trócsányi;Trócsányi;László;HU;NI;MALE;HUN;AFCO,DMAS,TRAN,D-TR;Budapest;6.0;3.0;1956.0;;47.498333333;19.040833333;;Eötvös Loránd University,University of Szeged;phd;manager,diplomat,journalist,professor,official,lawyer,politician
197452;klemen grošelj;Grošelj;Klemen;SI;Renew;MALE;SVN;AFET,D-RS,ITRE,SEDE,D-ME,DNAT;Kranj;8.0;3.0;1976.0;;46.23887;14.35561;;University of Ljubljana;;researcher,politician
197682;hannes heide;Heide;Hannes;AT;S&D;MALE;AUT;CULT,DACP,DCAB,CONT,REGI,DPAP;Bad Ischl;17.0;10.0;1966.0;;47.71153;13.62393;;;;politician,manager
197778;tom berendsen;Berendsen;Tom;NL;PPE;MALE;NLD;ITRE,REGI,DPAP,TRAN,DCAR,DEEA;Breda;11.0;4.0;1983.0;;51.588888888;4.775833333;;Tilburg University,Katholieke Universiteit Leuven;;politician
236053;marina mesure;Mesure;Marina;FR;The Left;FEMALE;FRA;ENVI,ITRE,DASE;Marseille;12.0;7.0;1989.0;;43.296666666;5.376388888;;;;politician
125021;agnes jongerius;Jongerius;Agnes;NL;S&D;FEMALE;NLD;EMPL,DASE,INTA,DPAP;Vleuten-De-Meern;4.0;11.0;1960.0;;52.080555555;5.033333333;;Utrecht University;university;researcher,lawyer,trade unionist,politician
183916;alexandra geese;Geese;Alexandra;DE;Verts/ALE;FEMALE;DEU;BUDG,IMCO,D-IQ,D-CN,REGI;Bonn;1.0;7.0;1968.0;;50.733888888;7.099722222;;;;politician,translator
96653;katarína roth neveďalová;Roth Neveďalová;Katarína;SK;NI;FEMALE;SVK;AGRI;Nitra;10.0;11.0;1982.0;;48.314722222;18.0875;;;;politician
197787;antonio maria rinaldi;Rinaldi;Antonio Maria;IT;ID;MALE;ITA;ECON,EMPL,AFCO,FISC,DKOR,CONT,IMCO,D-US,DLAT;Roma;27.0;2.0;1955.0;;41.893055555;12.482777777;;Sapienza University of Rome;university;manager,professor,official,researcher,politician
197796;massimo casanova;Casanova;Massimo;IT;ID;MALE;ITA;TRAN,PECH,D-MK,DLAT,DACP,DPAC;Bologna;31.0;8.0;1970.0;;44.493888888;11.342777777;;;;businessperson,politician
96725;bas eickhout;Eickhout;Bas;NL;Verts/ALE;MALE;NLD;ENVI,ECON,D-UK,D-CN,CONT,D-US;Groesbeek;8.0;10.0;1976.0;;51.783333333;5.933333333;;Radboud University Nijmegen;;researcher,politician
204416;ilana cicurel;Cicurel;Ilana;FR;Renew;FEMALE;FRA;CONT,CULT,JURI,D-IL,EMPL,DMAG,DMED;Paris;8.0;2.0;1972.0;;48.856666666;2.352222222;Raymond Cicurel,Francine Cicurel;Harvard Law School,Sciences Po;phd;radio personality,manager,journalist,marketeer,professor,lawyer,politician,consultant
197447;irena joveva;Joveva;Irena;SI;Renew;FEMALE;SVN;SANT,D-MK,CULT,EMPL,ENVI,DPAL,DCAS,DACP,DAFR;Kranj;26.0;2.0;1989.0;;46.23887;14.35561;;University of Ljubljana;university;politician,journalist,marketeer
188945;dennis radtke;Radtke;Dennis;DE;PPE;MALE;DEU;EMPL,DKOR,ITRE,D-JP;Bochum;29.0;4.0;1979.0;;51.483333333;7.216666666;;;university;politician,trade unionist
