identifier;name;familyName;givenName;country;group;gender;citizenship;memberships;born_place;born_day;born_month;born_year;disability;born_lat;born_lon;relatives;educated_at;highest_degree;occupation
212855;alin mituța;Mituța;Alin;RO;Renew;MALE;ROU;CONT,REGI,D-MD,EMPL,ITRE,AGRI,AFCO,DEPA;Novaci;24.0;5.0;1984.0;;45.18;23.67;;Sciences Po;university;politician,official,lawyer,manager
197763;milan uhrík;Uhrík;Milan;SK;NI;MALE;SVK;LIBE,D-TR,AFET,D-RU;Nové Zámky;21.0;12.0;1984.0;;47.983055555;18.172777777;;Slovak University of Technology in Bratislava;;politician
197647;dan-ştefan motreanu;Motreanu;Dan-Ştefan;RO;PPE;MALE;ROU;REGI,D-CL,DLAT,ENVI,AGRI,D-JP;Orastie;11.0;9.0;1970.0;;;;;;university;teacher,manager,journalist,politician
96885;dominique riquet;Riquet;Dominique;FR;Renew;MALE;FRA;TRAN,D-JP,ITRE,DANZ;Valenciennes;18.0;9.0;1946.0;;50.358055555;3.523333333;;Lille University of Health and Law;phd;politician,doctor,manager
202352;antoni comín i oliveres;Comín i Oliveres;Antoni;ES;NI;MALE;ESP;DEVE,DANZ,ENVI,PETI,SANT,DAND,DACP,DAFR;Barcelona;7.0;3.0;1971.0;;;;;;;teacher
129073;urmas paet;Paet;Urmas;EE;Renew;MALE;EST;AFET,SEDE,D-CL,DASE,DLAT,INTA,D-JP;Tallinn;20.0;4.0;1974.0;;59.437222222;24.745;;University of Oslo,University of Tartu;university;politician,journalist,diplomat
96932;birgit sippel;Sippel;Birgit;DE;S&D;FEMALE;DEU;LIBE,DMAS,EMPL,DMAG;Bochum;29.0;1.0;1960.0;;51.483333333;7.216666666;;;;politician
197771;vladimír bilčík;Bilčík;Vladimír;SK;PPE;MALE;SVK;D-ME,LIBE,D-MK,AFET,AFCO,D-MD,DEPA;Bratislava;27.0;5.0;1975.0;;48.144722222;17.112777777;;University of Oxford;phd;researcher,politician,manager,professor
96752;martin häusling;Häusling;Martin;DE;Verts/ALE;MALE;DEU;AGRI,D-CL,ENVI,DMER,DLAT,DACP,DPAC;Bad Wildungen;26.0;3.0;1961.0;;51.116666666;9.116666666;;;university;politician,manager
237224;joão albuquerque;Albuquerque;João;PT;S&D;MALE;PRT;D-BR,EMPL,PECH,D-RU,ENVI,CULT,PETI,DMER,DLAT;Barreiro;25.0;12.0;1986.0;;38.660888888;-9.073277777;;;;politician,consultant
197458;benoît lutgen;Lutgen;Benoît;BE;PPE;MALE;BEL;TRAN,D-US,AGRI,DMAS,DMED;Bastogne;10.0;3.0;1970.0;;50.004166666;5.72;Guy Lutgen;;;politician
197423;nico semsrott;Semsrott;Nico;DE;Verts/ALE;MALE;DEU;CONT,D-IN,D-JP;Hamburg;11.0;3.0;1986.0;;53.55;10.0;;;;politician
197766;lucia ďuriš nicholsonová;Ďuriš Nicholsonová;Lucia;SK;Renew;FEMALE;SVK;EMPL,LIBE,DACP,DCAB,CULT;Bratislava;28.0;11.0;1976.0;;48.144722222;17.112777777;;Spojená škola (Bratislava, Metodova 2);;journalist,politician
37312;christel schaldemose;Schaldemose;Christel;DK;S&D;FEMALE;DNK;D-JP,IMCO,ENVI,DEEA;Odense;4.0;8.0;1967.0;;55.4;10.383333333;;University of Southern Denmark;;researcher,politician
197461;katrin langensiepen;Langensiepen;Katrin;DE;Verts/ALE;FEMALE;DEU;EMPL,DMAS,AFET,IMCO;Langenhagen;10.0;10.0;1979.0;True;52.439444444;9.74;;;;politician
197743;petros kokkalis;Kokkalis;Petros;GR;Verts/ALE;MALE;GRC;ENVI,FISC,D-IN,TRAN,D-CN;Athens;26.0;2.0;1970.0;;37.984166666;23.728055555;Sokratis Kokkalis;Hampshire College,John F. Kennedy School of Government;;businessperson,politician
124856;ignazio corrao;Corrao;Ignazio;IT;Verts/ALE;MALE;ITA;ITRE,DACP,DPAC,TRAN,DLAT;Roma;14.0;1.0;1984.0;;41.893055555;12.482777777;;University of Palermo;university;politician,official,lawyer,manager
230085;camilla laureti;Laureti;Camilla;IT;S&D;FEMALE;ITA;BUDG,AGRI,D-CA,REGI,D-MD,DEPA;Roma;20.0;5.0;1975.0;;41.893055555;12.482777777;;Sapienza University of Rome;university;politician,journalist,marketeer
202112;gheorghe-vlad nistor;Nistor;Gheorghe-Vlad;RO;PPE;MALE;ROU;AFET,SEDE,D-MD,D-IN,DEPA,DROI,DSCA,D-US,DACP,DCAB;București;25.0;7.0;1954.0;;;;;;phd;manager,diplomat,professor,lawyer,politician
197800;eero heinäluoma;Heinäluoma;Eero;FI;S&D;MALE;FIN;BUDG,ECON,D-UK,D-RU,SEDE,D-TR;Kokkola;4.0;7.0;1955.0;;63.8375831;23.1319617;;;;politician
125093;kostas papadakis;Papadakis;Kostas;GR;NI;MALE;GRC;AFET,DROI,D-TR,LIBE,D-AL;Athina;18.0;4.0;1975.0;;;;;;university;
197571;nikolaj villumsen;Villumsen;Nikolaj;DK;The Left;MALE;DNK;EMPL,ENVI,D-UA,AFCO,D-TR,DPAL,DMAS,DMED;Aarhus;28.0;2.0;1983.0;;56.156388888;10.209722222;;University of Copenhagen,Risskov Gymnasium;;politician
204418;nora mebarek;Mebarek;Nora;FR;S&D;FEMALE;FRA;REGI,ITRE,TRAN,PECH,DCAR;Port-Saint-Louis-du-Rhône;22.0;7.0;1972.0;;43.3875;4.804444444;;;;politician
197513;tomasz frankowski;Frankowski;Tomasz;PL;PPE;MALE;POL;CULT,D-BY,DEPA,TRAN;Białystok;16.0;8.0;1974.0;;53.116666666;23.166666666;;;university;politician,athlete
197410;stefan berger;Berger;Stefan;DE;PPE;MALE;DEU;ECON,D-JP,EMPL,ENVI,FISC,D-IL;Mönchengladbach;15.0;9.0;1969.0;;51.2;6.433333333;;Johannes Gutenberg University Mainz;;politician
192635;danilo oscar lancini;Lancini;Danilo Oscar;IT;ID;MALE;ITA;INTA,DMER,ENVI,DASE;Rovato (BS);15.0;10.0;1965.0;;45.567039;9.998601;;;;politician
125063;georgios kyrtsos;Kyrtsos;Georgios;GR;Renew;MALE;GRC;ECON,AFET,D-UK,D-RU,DLAT;Athina;4.0;6.0;1952.0;;;;;;phd;journalist,manager,marketeer
96787;herbert dorfmann;Dorfmann;Herbert;IT;PPE;MALE;ITA;DLAT,AGRI,FISC,DAND,DASE,BUDG,ECON,REGI;Brixen;4.0;3.0;1969.0;;46.716549;11.657851;;Università Cattolica del Sacro Cuore;;politician
197443;andreas glück;Glück;Andreas;DE;Renew;MALE;DEU;ENVI,SANT,D-ZA,ITRE,D-CA;Münsingen (Württemberg);8.0;3.0;1975.0;;48.412777777;9.495277777;;University of Tübingen;university;doctor,politician
28288;jan olbrycht;Olbrycht;Jan;PL;PPE;MALE;POL;CONT,D-CA,BUDG,REGI,D-MK;Rybnik;21.0;9.0;1952.0;;50.083333333;18.5;;Jagiellonian University;university;politician,researcher,professor
197721;césar luena;Luena;César;ES;S&D;MALE;ESP;ENVI,DKOR,DPAL,TRAN,D-US,DLAT;Logrono;29.0;10.0;1980.0;;;;;;phd;lawyer,professor
239255;matteo gazzini;Gazzini;Matteo;IT;PPE;MALE;ITA;DLAT,ENVI,TRAN,DPAL;Bolzano;9.0;7.0;1985.0;;46.498113;11.35478;;;;politician
197451;viola von cramon-taubadel;von Cramon-Taubadel;Viola;DE;Verts/ALE;FEMALE;DEU;D-UA,AFET,D-RS,D-RU,DEPA,CONT,ITRE,CULT,D-JP,D-CN;Halle/Westfalen;23.0;3.0;1970.0;;52.060833333;8.359722222;;FernUniversität in Hagen;university;politician
197469;assita kanko;Kanko;Assita;BE;ECR;FEMALE;BEL;LIBE,DROI,D-US,AFET,SEDE;Godyr;14.0;7.0;1980.0;;12.696388888;-2.625;;Solvay Brussels School of Economics and Management,University Joseph Ki-Zerbo;;politician
96810;carlo fidanza;Fidanza;Carlo;IT;ECR;MALE;ITA;TRAN,D-RS,DCAM,DLAT,AFET,IMCO,D-BR,DMER;San Benedetto del Tronto;21.0;9.0;1976.0;;42.943780555;13.883330555;;;university;politician,official,consultant
197558;asger christensen;Christensen;Asger;DK;Renew;MALE;DNK;PECH,AGRI,ENVI,D-IL;Denmark;8.0;1.0;1958.0;;56.0;10.0;;;;farmer,politician
197770;martin hojsík;Hojsík;Martin;SK;Renew;MALE;SVK;ENVI,FEMM,DASE,DEPA,BUDG,ITRE,LIBE,D-UA;Bratislava;27.0;1.0;1977.0;;48.144722222;17.112777777;;Comenius University;;politician
125042;javi lópez;López;Javi;ES;S&D;MALE;ESP;DLAT,ENVI,SEDE,D-MX,AFET,DPAP;Madrid;11.0;11.0;1985.0;;;;;;university;politician,manager,professor
197526;martin hlaváček;Hlaváček;Martin;CZ;Renew;MALE;CZE;FISC,AGRI,D-TR,ECON,PECH,D-US;Prague;14.0;1.0;1980.0;;50.0875;14.421388888;;Czech University of Life Sciences Prague;;politician,researcher,manager
197490;magdalena adamowicz;Adamowicz;Magdalena;PL;PPE;FEMALE;POL;D-ZA,TRAN,LIBE,JURI,DACP,DAFR;Słupsk;10.0;4.0;1973.0;;54.466666666;17.033333333;;Faculty of Law and Administration, University of Gdańsk;phd;teacher,politician
249603;martine kemp;Kemp;Martine;LU;PPE;FEMALE;LUX;INTA,FISC,DAND,DLAT,ECON,ENVI,D-MX;Luxembourg;8.0;7.0;1994.0;;49.610555555;6.132777777;;École privée Fieldgen,Technical University of Darmstadt,University of Vienna;university;politician,engineer
23868;monika beňová;Beňová;Monika;SK;NI;FEMALE;SVK;CONT;Bratislava;15.0;8.0;1968.0;;48.144722222;17.112777777;;Faculty of Political Science and International Relations, Matej Bel University;university;politician,manager
124710;michaela šojdrová;Šojdrová;Michaela;CZ;PPE;FEMALE;CZE;CULT,DSCA,DEPA,AGRI,D-TR;Zlín;28.0;10.0;1963.0;;49.297859972;17.393134863;Eva Nováková;Mendel University in Brno;university;politician,teacher
197692;stelios kympouropoulos;Kympouropoulos;Stelios;GR;PPE;MALE;GRC;EMPL,PETI,SANT,DMAS,DMED,ENVI,REGI,DROI,D-IN;Athens;9.0;7.0;1985.0;True;37.984166666;23.728055555;;National and Kapodistrian University of Athens;;researcher,politician
247737;ana collado jiménez;Collado Jiménez;Ana;ES;PPE;FEMALE;ESP;AFCO,D-BR,DLAT,BUDG;ÁVILA;8.0;2.0;1984.0;;40.654347222;-4.696222222;;;phd;manager,professor,lawyer,politician,consultant
96998;evelyn regner;Regner;Evelyn;AT;S&D;FEMALE;AUT;DSAS,ECON,FEMM,D-BR,DLAT,EMPL,FISC,D-MX;Wien;24.0;1.0;1966.0;;48.208333333;16.3725;;University of Salzburg;university;politician,manager
197518;krzysztof jurgiel;Jurgiel;Krzysztof;PL;ECR;MALE;POL;AGRI,D-TR,REGI,D-IQ;Ogrodniki;18.0;11.0;1953.0;;53.0525;23.201388888;;Warsaw University of Technology;;politician,surveyor
198063;márton gyöngyösi;Gyöngyösi;Márton;HU;NI;MALE;HUN;AFET,DACP,DAFR,INTA,DROI,D-US;Kecskemét;8.0;6.0;1977.0;;46.9075;19.691666666;;Liceul Teoretic „Tamási Áron”,Trinity College Dublin;university;researcher,consultant,politician
124887;karol karski;Karski;Karol;PL;ECR;MALE;POL;DACP,DPAC,AFET,DROI,SANT,ENVI,D-UA,DEPA;Warszawa;13.0;5.0;1966.0;;52.23;21.011111111;;Faculty of Law and Administration, University of Warsaw;phd;politician
28226;christian ehler;Ehler;Christian;DE;PPE;MALE;DEU;ITRE,D-US,CULT,D-UK,D-IL,DMED;München;17.0;8.0;1963.0;;48.1375;11.575;;Humboldt University of Berlin;phd;politician,manager
28615;roberts zīle;Zīle;Roberts;LV;ECR;MALE;LVA;ECON,TRAN,FISC,D-CN,BUDG,D-MX,D-UK,D-JP,DLAT;Rīga;20.0;6.0;1958.0;;56.9475;24.106944444;;University of Latvia,Latvia University of Life Sciences and Technologies;phd;researcher,politician
197722;nacho sánchez amor;Sánchez Amor;Nacho;ES;S&D;MALE;ESP;AFET,DROI,D-TR,DEPA,JURI,D-UK,DSCA,DLAT;Cáceres;15.0;5.0;1960.0;;40.060277777;-5.755;;Complutense University of Madrid;university;politician,official,lawyer,manager
197608;gianantonio da re;Da Re;Gianantonio;IT;ID;MALE;ITA;CULT,D-RU,ENVI,DEPA;Cappella Maggiore;6.0;9.0;1953.0;;45.966666666;12.366666666;;;;politician
197412;niclas herbst;Herbst;Niclas;DE;PPE;MALE;DEU;BUDG,PECH,DACP,DAFR,CONT,D-IL,D-IR;Ratzeburg;28.0;2.0;1973.0;;53.701666666;10.756666666;;University of Kiel;university;politician,consultant,manager
197421;isabel wiseler-lima;Wiseler-Lima;Isabel;LU;PPE;FEMALE;LUX;AFET,DROI,D-TR,ITRE,LIBE,D-CN;Odivelas-Loures;29.0;12.0;1961.0;;;;;;university;teacher
30482;younous omarjee;Omarjee;Younous;FR;The Left;MALE;FRA;REGI,CONT,D-RU,BUDG,DARP,D-US;Saint-Denis (Réunion);30.0;9.0;1969.0;;-20.878888888;55.448055555;;public international law;university;politician,official
197418;monica semedo;Semedo;Monica;LU;Renew;FEMALE;LUX;EMPL,CULT,DACP,DAFR,ECON,FISC;Grevenmacher;15.0;6.0;1984.0;True;49.680555555;6.441666666;;Trier University;;singer,journalist,researcher,politician
135511;valérie hayer;Hayer;Valérie;FR;Renew;FEMALE;FRA;DASE,BUDG,ITRE,D-CL,DLAT,DACP,DPAC;Château-Gontier;6.0;4.0;1986.0;;48.166666666;-0.666666666;;;;politician
197482;joachim kuhs;Kuhs;Joachim;DE;ID;MALE;DEU;BUDG,CONT;Schonach;25.0;6.0;1956.0;;48.142777777;8.2025;;;;lawyer,politician
202036;sunčana glavak;Glavak;Sunčana;HR;PPE;FEMALE;HRV;AFET,DSEE,ENVI,D-US;Čakovec;9.0;12.0;1968.0;;46.383333333;16.433333333;;University of Zagreb;phd;politician
197544;elżbieta rafalska;Rafalska;Elżbieta;PL;ECR;FEMALE;POL;EMPL,D-BR,DMER,DLAT,CONT,PECH,D-MD,DEPA;Wschowa;22.0;6.0;1955.0;;51.8;16.3;;University of Szczecin;;politician
197506;caroline roose;Roose;Caroline;FR;Verts/ALE;FEMALE;BEL;REGI,PECH,DACP,DCAB,DEVE,D-UK;Oostende;10.0;11.0;1968.0;;51.225833333;2.919444444;;;;politician
197618;elisabetta gualmini;Gualmini;Elisabetta;IT;S&D;FEMALE;ITA;EMPL,D-RU,BUDG,ECON,D-ZA;Modena;17.0;5.0;1968.0;;44.64582;10.92572;;University of Bologna,University of Florence;phd;manager,journalist,professor,lawyer,researcher,politician
125068;manolis kefalogiannis;Kefalogiannis;Manolis;GR;PPE;MALE;GRC;D-AL,REGI,D-TR,DARP,AFET,AGRI,D-UK;Heraklion;25.0;5.0;1959.0;;35.340277777;25.134444444;;London School of Economics and Political Science,University of Reading,National and Kapodistrian University of Athens;;politician
38595;rovana plumb;Plumb;Rovana;RO;S&D;FEMALE;ROU;TRAN,D-CN,ENVI,REGI;Bucureşti;22.0;6.0;1960.0;;44.4;26.083333333;;Bucharest University of Economic Studies,Politehnica University of Bucharest;phd;politician,engineer,manager
96750;françois alfonsi;Alfonsi;François;FR;Verts/ALE;MALE;FRA;AFET,REGI,D-UK,DMED,DACP,DPAC,AFCO,DMAS;Ajaccio;14.0;9.0;1953.0;;41.925555555;8.736388888;;;;politician,engineer,teacher,french environment and energy management agency
96648;philippe lamberts;Lamberts;Philippe;BE;Verts/ALE;MALE;BEL;ECON;Bruxelles;14.0;3.0;1963.0;;50.846666666;4.3525;;Université catholique de Louvain;;politician
39725;iuliu winkler;Winkler;Iuliu;RO;PPE;MALE;ROU;INTA,D-CN,CULT,DANZ;Hunedoara;14.0;3.0;1964.0;;45.769722222;22.920277777;;Politehnica University of Timișoara;phd;politician,engineer,manager
96852;cornelia ernst;Ernst;Cornelia;DE;The Left;FEMALE;DEU;D-IR,LIBE,ITRE,D-UA;Bad Saarow;30.0;11.0;1956.0;;52.291578;14.055805;;;;politician
124586;balázs hidvéghi;Hidvéghi;Balázs;HU;NI;MALE;HUN;AFET,D-UK,LIBE,D-CN,DASE;Budapest;28.0;11.0;1970.0;;47.498333333;19.040833333;;Eötvös Loránd University,Petőfi Sándor Gimnázium;;politician
197549;markéta gregorová;Gregorová;Markéta;CZ;Verts/ALE;FEMALE;CZE;DEPA,INTA,SEDE,DSCA,AFET,AFCO;Most;14.0;1.0;1993.0;;50.503055555;13.636666666;;Masaryk University;university;politician
251324;krzysztof brejza;Brejza;Krzysztof;PL;PPE;MALE;POL;AFET,SEDE,LIBE;Bydgoszcz;16.0;5.0;1983.0;;53.116666666;18.0;Ryszard Brejza;Q65167632,University of Warsaw;phd;lawyer,politician
124738;gilles lebreton;Lebreton;Gilles;FR;ID;MALE;FRA;AGRI,JURI,DMAG,DMED,AFCO;Brest;11.0;10.0;1958.0;;48.39;-4.486944444;;Panthéon-Assas University,Paris-Sorbonne University - Paris IV;phd;politician,official,lawyer,professor
107212;andrey novakov;Novakov;Andrey;BG;PPE;MALE;BGR;BUDG,REGI,D-AL,CONT,TRAN,D-IL;PAZARDZHIK;7.0;7.0;1988.0;;42.193477;24.332755;;"South-West University ""Neofit Rilski""";;politician
124929;ivan štefanec;Štefanec;Ivan;SK;PPE;MALE;SVK;IMCO,D-JP,ITRE,DROI,D-UA,DEPA,DACP,DAFR;Považská Bystrica;30.0;9.0;1961.0;;49.116666666;18.45;;Rochester Institute of Technology,Comenius University;phd;manager,engineer,official,researcher,politician
185341;željana zovko;Zovko;Željana;HR;PPE;FEMALE;HRV;AFET,DSEE,CULT,SEDE,D-US,DLAT;Mostar;25.0;3.0;1970.0;;43.343611111;17.8075;;University of North London;university;diplomat,politician,manager
197525;ewa kopacz;Kopacz;Ewa;PL;PPE;FEMALE;POL;ENVI,DCAM,DLAT,DEVE,FEMM,D-CN;Skaryszew;3.0;12.0;1956.0;;51.308888888;21.248611111;;Q9295992,Medical University of Lublin;;pediatrician,doctor,politician
250572;patricia caro maya;Caro Maya;Patricia;ES;The Left;FEMALE;ESP;ITRE,D-UK,LIBE;Arles;1.0;1.0;1982.0;;43.676944444;4.628611111;;;;politician
197517;adam jarubas;Jarubas;Adam;PL;PPE;MALE;POL;SANT,ENVI,D-JP,ITRE,DSCA,DEPA;Busko-Zdroj;17.0;12.0;1974.0;;50.466666666;20.716666666;;Q9296668,Jan Kochanowski University;;politician
34578;robert hajšel;Hajšel;Robert;SK;S&D;MALE;SVK;ITRE,DSCA,DEPA,AFET,ENVI,D-ME;Banská Štiavnica;28.0;3.0;1967.0;;;;;;;manager,journalist,marketeer,politician
124799;alessandra moretti;Moretti;Alessandra;IT;S&D;FEMALE;ITA;D-RS,AFET,ENVI,SANT,FEMM,DCAS;Vicenza;24.0;6.0;1973.0;;45.55;11.55;;University of Urbino;;politician
28400;francisco josé millán mon;Millán Mon;Francisco José;ES;PPE;MALE;ESP;PECH,AFET,D-UK,DCAS,D-CN;Pontevedra;8.0;3.0;1955.0;;42.433611111;-8.6475;;;university;manager,diplomat,professor,official,politician
101585;niels fuglsang;Fuglsang;Niels;DK;S&D;MALE;DNK;DARP,ITRE,D-CN,ECON,FISC,D-TR;Kobenhavn;29.0;6.0;1985.0;;55.676111111;12.568888888;;University of Copenhagen;phd;researcher,manager,professor,official,politician,consultant
28429;alessandra mussolini;Mussolini;Alessandra;IT;PPE;FEMALE;ITA;INTA,DPAP,LIBE,DMAS;Roma;30.0;12.0;1962.0;;41.893055555;12.482777777;Romano Mussolini,Anna Maria Villani Scicolone,Bruno Mussolini,Sophia Loren,Vittorio Mussolini,Edda Mussolini,Anna Maria Mussolini;Sapienza University of Rome,American Overseas School of Rome;university;model,actor,musician,politician
124784;dan nica;Nica;Dan;RO;S&D;MALE;ROU;DPAC,D-JP,DACP,ITRE,D-US,ENVI,IMCO,D-UK;Panciu;2.0;7.0;1960.0;;45.91;27.09;;Gheorghe Asachi Technical University of Iași;phd;manager,engineer,professor,official,lawyer,politician
190518;jörg meuthen;Meuthen;Jörg;DE;NI;MALE;DEU;EMPL;Essen;29.0;6.0;1961.0;;51.450833333;7.013055555;;Johannes Gutenberg University Mainz,University of Cologne;phd;teacher,researcher,professor,official,politician
96772;peter jahr;Jahr;Peter;DE;PPE;MALE;DEU;REGI,PETI,D-RU,AGRI,D-UA,DEPA;Burgstädt;24.0;4.0;1959.0;;50.916666666;12.816666666;;Leipzig University;;politician
197520;izabela-helena kloc;Kloc;Izabela-Helena;PL;ECR;FEMALE;POL;ITRE,DACP,DAFR,REGI,DASE;Mikołów;8.0;5.0;1963.0;;;;;;;
124822;dietmar köster;Köster;Dietmar;DE;S&D;MALE;DEU;AFET,DROI,D-IR,D-US,LIBE,D-IL;Schwerte;6.0;1.0;1957.0;;51.445833333;7.565277777;;Ruhr University Bochum;phd;teacher,manager,professor,official,politician
5392;lara wolters;Wolters;Lara;NL;S&D;FEMALE;NLD;JURI,CONT,D-CN,IMCO,D-US;Amsterdam;12.0;4.0;1986.0;;52.372777777;4.893611111;;College of Europe,Institut d'études politiques de Strasbourg,University College London;;politician
112748;biljana borzan;Borzan;Biljana;HR;S&D;FEMALE;HRV;IMCO,DSAS,ENVI,D-MK;Osijek;29.0;11.0;1971.0;;45.560277777;18.670277777;;School of Medicine, University of Zagreb;phd;diplomat,doctor,politician
197576;sylvie brunet;Brunet;Sylvie;FR;Renew;FEMALE;FRA;EMPL,DPAL,DMED,FEMM,DCAM,DLAT;Versailles;12.0;3.0;1959.0;;48.804722222;2.134166666;;;phd;manager,professor,official,lawyer,politician,consultant
197404;jessica polfjärd;Polfjärd;Jessica;SE;PPE;FEMALE;SWE;D-MX,ENVI,DLAT,ECON,EMPL,DEEA;Västerås;27.0;5.0;1971.0;;37.56;126.99;;;;politician
4246;othmar karas;Karas;Othmar;AT;PPE;MALE;AUT;FISC,ECON,ITRE,AFCO,DPAL,D-US,DASE,DMED,DACP,DCAB;Ybbs an der Donau;24.0;12.0;1957.0;;48.166666666;15.066666666;;University of St. Gallen,University of Vienna;phd;politician,lawyer,manager
197691;mathilde androuët;Androuët;Mathilde;FR;ID;FEMALE;FRA;ENVI,DASE;Rueil Malmaison;3.0;7.0;1984.0;;48.877777777;2.188333333;;Sciences Po Aix-en-Provence;;politician
28372;ryszard czarnecki;Czarnecki;Ryszard;PL;ECR;MALE;POL;D-RU,PETI,DEVE,CONT,DROI,DARP,DCAS,DACP,DAFR;Londyn (GB);25.0;1.0;1963.0;;51.507222222;-0.1275;;University of Wrocław;university;politician,journalist
197416;giorgos georgiou;Georgiou;Giorgos;CY;The Left;MALE;CYP;AFET,D-TR,ITRE,AGRI,D-RU,DCAS;Nicosia;9.0;4.0;1963.0;;35.15822317;33.5824049;;National and Kapodistrian University of Athens;university;researcher,teacher,politician
124833;laura ferrara;Ferrara;Laura;IT;NI;FEMALE;ITA;LIBE,DACP,DAFR,ENVI,DANZ;Napoli;11.0;9.0;1983.0;;40.835833333;14.248611111;;University of Calabria;phd;politician,official,lawyer
197777;leopoldo lópez gil;López Gil;Leopoldo;ES;PPE;MALE;ESP;D-CL,AFET,DROI,DLAT,LIBE,PETI,D-BR,DCAM,DMER,DACP,DPAC;Caracas;20.0;10.0;1944.0;;10.5;-66.933333333;Lilian Tintori;Columbia University;;businessperson,activist,journalist,politician
124891;zdzisław krasnodębski;Krasnodębski;Zdzisław;PL;ECR;MALE;POL;ITRE,AFCO,DEEA,AFET,SEDE,D-CN,DSAS,D-ZA;Choszczno;11.0;4.0;1953.0;;53.166666666;15.4;;Ruhr University Bochum,Faculty of Philosophy and Sociology, University of Warsaw;phd;teacher,manager,professor,lawyer,researcher,politician
197690;andré rougé;Rougé;André;FR;ID;MALE;FRA;REGI,D-BR,DMER;Paris;23.0;12.0;1961.0;;48.856666666;2.352222222;;;;politician
197441;predrag fred matić;Matić;Predrag Fred;HR;S&D;MALE;HRV;PECH,CULT,DARP,FEMM,D-ME;Pozega;2.0;6.0;1962.0;;;;;;;
197619;sabrina pignedoli;Pignedoli;Sabrina;IT;NI;FEMALE;ITA;JURI,DCAM,DLAT,CONT,REGI;Castelnovo ne' Monti;24.0;10.0;1983.0;;44.433333333;10.4;;University of Modena and Reggio Emilia;phd;politician,journalist
124691;costas mavrides;Mavrides;Costas;CY;S&D;MALE;CYP;ECON,D-TR,DMED,INTA,SEDE,D-IL;Kato Dhikomo;27.0;5.0;1962.0;;;;;;phd;official
124884;kosma złotowski;Złotowski;Kosma;PL;ECR;MALE;POL;DSCA,TRAN,PETI,DEPA,IMCO,JURI,DANZ,DACP,DAFR;Bydgoszcz;14.0;1.0;1964.0;;53.116666666;18.0;;University of Warsaw;university;politician,journalist,manager,official
125104;romana tomc;Tomc;Romana;SI;PPE;FEMALE;SVN;EMPL,DEEA,IMCO,LIBE,DCAS;Ljubljana;2.0;11.0;1965.0;;46.051388888;14.506111111;;University of Ljubljana;;researcher,politician
