identifier;born_day;born_month;born_year;born_place;memberships;degrees;occupation
237320;17;10;1979;;ECON,BUDG,DSAS;;
88882;;;;;CULT,BUDG,AFCO,DANZ;secondary,university,phd;lawyer,media,politician,official,teacher,manager,consultant
96936;29;4;1961;Madrid;INTA,DLAT,DACP,DCAB,AFET,AGRI,PECH,D-MK,DSEE,DCAM,DAND;university;lawyer,official
197430;;;;;ECON,D-TR,DCAS,AFET,D-AF;;politician,manager
125706;24;11;1975;Chomutov;JURI,D-IR,IMCO,DROI,D-RS;;
197889;8;3;1962;Waterford;ENVI,DPAL,PECH,DMER;;
206158;;;;;ITRE,INTA,ENVI,SANT,DCAR,DASE;university;lawyer,politician,official,manager
226260;3;11;1986;Wolfen;TRAN,LIBE,D-CN,DASE,REGI,PETI;secondary,university;politician,manager
197610;14;3;1967;Treviso;DEVE,IMCO,D-CN,DACP,DAFR,JURI;secondary,university;lawyer
240478;1;12;1968;Firenze;CONT,ITRE,D-UK,D-CN,DPAP,ENVI;university;politician,researcher,manager
254720;12;9;1981;Coimbra;LIBE,AFCO,D-ME,DSEE,AFET,D-IN;;
197579;2;2;1972;Sofia;EMPL,D-UA,LIBE,D-RS,DEPA;;
124846;10;5;1981;S. Maria Capua Vetere (CE);LIBE,FEMM,D-IL,AFET,AGRI,CULT,PETI,D-MK;;
245858;11;9;1961;Schwäbisch Gmünd;TRAN,D-CN,ITRE,DARP;;
124867;1;1;1986;La Spezia;IMCO,DMAS,D-BR,DLAT,EMPL,JURI,AFCO,D-UK,DMAG,D-US,DMER,DMED;;
28297;19;9;1948;Łódż;AFET,AFCO,D-UA,DEPA,ITRE;;
197500;25;5;1975;Casablanca;AFET,EMPL,SEDE,DMED,DNAT,DROI,DMAG;;
197531;8;3;1977;;AFCO,FEMM,D-UK,LIBE,D-MK,D-TR,D-RS,DEEA;;
125106;24;8;1955;Mortsel;BUDG,ECON,D-CA,TRAN,FISC;university,phd;media,politician,researcher,manager
185974;26;10;1976;Caldes de Montbui;DAND,AFET,DROI,D-IL,DMAG,DMED,DLAT,ITRE,D-CN;university;
204420;13;9;1957;Rumilly;ECON,DMER,DASE,IMCO,AGRI,FISC,DEEA;;
197431;;;;;LIBE,DEEA,JURI;university,phd;lawyer
197497;8;11;1973;Tartu;DNAT,AFET,SEDE,DEPA,IMCO,PETI,D-UK,D-UA;;
204413;24;3;1974;;REGI,CULT,D-CN,ENVI,ITRE,DCAM;;
239256;8;7;1963;Montecchio Maggiore;AGRI,D-ME,DANZ,EMPL;;
197839;30;9;1975;Sofia;EMPL,PETI,D-AL,ENVI,SANT,DSCA,DEPA;;
124693;3;10;1960;Montreuil-Sous-Bois;BUDG,JURI,AFCO;university,phd;lawyer
28223;9;4;1973;;DEEA,IMCO,FISC,ECON,D-CL,DSAS,DLAT;secondary,university;
4253;14;5;1959;Balen-Wezel;ENVI,PETI,D-IL,AFET,SANT,DACP,DAFR;university;media,manager
197460;1;12;1975;Astrakhan;D-TR,JURI,DEPA,AFET,LIBE,DSCA,D-US;;
96880;3;8;1962;Napoli;REGI;;
197468;10;3;1984;Malatya;SEDE,D-TR,EMPL,AFET;;
124985;22;1;1972;Roscommon;CONT,AGRI,PECH,D-UK;;
229519;4;7;1985;Soest;INTA,D-UK,D-US,IMCO,JURI,D-JP;;
1927;20;5;1965;Meschede;ENVI,DCAM,DLAT,BUDG,SANT,DAND;university,phd;doctor
197645;12;9;1984;Santiago do Cacém;AGRI,PECH,D-JP,BUDG,IMCO,DKOR;;
98582;3;11;1977;Târgu Mureș / Marosvásárhely;AFCO,PETI,D-UK,D-IN,LIBE,D-US;secondary,university;media,politician,manager
124807;18;5;1971;Lingen;TRAN,DCAM,D-CL,DLAT,ENVI,ITRE,D-IN;;politician,researcher,manager
228286;29;12;1974;Kiel;DEVE,DSAS,DACP,DPAC,AFET,DROI,DCAR,DASE,DCAS;secondary,university;politician,teacher,manager
245018;1;9;1968;Nantes;DACP,DAFR,DEVE,DMER,ENVI,AGRI,SANT,D-RU;secondary,university,phd;politician,teacher,researcher,manager
131580;13;9;1995;Drancy;PETI,DACP,DAFR;;
197465;14;4;1992;Marl;ITRE,REGI,CULT,DCAS,AFCO,D-AF;;
197572;6;7;1965;Świebodzice;ENVI,D-US,EMPL;;
204449;17;4;1967;Kohtla-Järve;ITRE,D-UA,DEPA,AGRI,D-UK,D-US;;
204443;19;3;1957;Barcelona;ITRE,FISC,D-CA,ECON,D-US,DACP;university,phd;doctor,researcher,manager
254876;13;5;1987;Lamego;TRAN,D-ZA,PECH,D-CA,DACP,DAFR;;
125128;7;9;1957;Sofia;ITRE,DSCA,DEPA,DEVE,D-RS;university,phd;official,researcher
127096;3;3;1978;ALICANTE;D-IQ,AFCO,CULT,LIBE,PETI,DPAL,DMAS,DLAT;university;media,politician,official,consultant
197827;17;7;1980;Pamplona;DACP,DAFR,AFET,D-CN,D-IN,ENVI,DCAM,DLAT;;
125670;11;3;1973;Soresina (CR);D-IR,TRAN,ECON,ENVI,ITRE,D-TR;;
96739;26;1;1953;Mannheim;D-CN,AFET,D-US,INTA,DASE;secondary,university;media
125237;29;10;1978;Verona;FEMM,D-AL,IMCO;secondary,university;teacher,manager
28266;13;9;1963;Vollenhove;LIBE,D-CN,AFCO,D-UK;university,phd;politician,official
197784;;;;;DKOR,REGI,SANT,ENVI,ITRE,FEMM,D-US;;
124992;22;5;1972;Göteborg;ENVI,LIBE,D-BR,DLAT,AFET,DMER,D-ZA;;
197534;11;10;1985;Paris;ITRE,PECH,D-UK,DMAS,DMED,CULT,D-IQ;;
197935;28;8;1990;KARLOVAC;ENVI,D-IN,ITRE,AGRI,D-RU;;
190517;12;7;1975;Berlin;D-CA,ECON;university,phd;media,politician,researcher,manager
249443;21;4;1958;Innsbruck;REGI,CONT,EMPL,CULT,D-BR,DMER,DLAT;;
99283;15;5;1982;Domodossola;REGI,DEEA,DPAL,DMED,CULT,DEPA;;
190519;1;6;1980;Utrecht;DARP,ECON,TRAN,D-BR,D-CN;;
197514;26;11;1961;Warszawa;LIBE,DEPA,BUDG,D-MD,AFET,DLAT,DACP,DPAC;;
124872;14;9;1966;Kobenhavn;ITRE,D-TR,LIBE,D-US;university;politician,manager,consultant
197440;3;11;1992;;DSEE,ENVI,LIBE;secondary,university;manager
198183;6;3;1967;Braila;INTA,D-MD,ECON,ITRE,SEDE,FISC,D-MK;university,phd;lawyer,politician,manager
125045;3;1;1964;Granada;D-MX,AGRI,PECH,DLAT,IMCO,D-BR;secondary,university;farmer
204733;30;7;1964;;ECON,D-CA,TRAN,DACP,DPAC;;
239262;30;4;1974;Avezzano;REGI,ITRE,SANT;secondary,university;manager
129164;2;9;1984;Roeselare;DNAT,IMCO,SEDE,D-UK,D-IR,AFET,AGRI,LIBE,D-CN,D-AF;;
191693;17;12;1966;Haapajärvi;AGRI,D-RU,TRAN,D-CA;;
28219;4;4;1976;Karlsruhe;DASE,INTA,AFET,D-UA,DACP,DAFR;secondary,university;
124988;1;6;1959;Cork;IMCO,DCAM,DLAT,ENVI,DROI,SANT,DACP,DAFR;;
197510;29;4;1964;Wroclaw;EMPL,D-UA,DEPA,PETI,D-ME;;
5729;18;11;1969;Wilrijk;INTA,DMAG,DMER,TRAN,D-BR;university;researcher
125023;21;1;1968;Vlagtwedde;ENVI,PECH,AGRI,SANT,D-JP,DSAS;secondary,university,phd;politician,official,researcher
124802;20;9;1981;Hunedoara;D-MD,BUDG,ECON,DEPA,D-US;;
199941;3;12;1970;Koge;DASE,EMPL,TRAN;secondary,university;engineer
197529;5;10;1982;Dijon;EMPL,AFCO,DLAT,TRAN,D-MX;;politician,manager
23699;20;1;1981;Nový Jičín;IMCO,TRAN,SANT,DSCA,DEPA,ENVI,D-RS;university;politician,official
124808;22;12;1977;Ravensburg;AGRI,DEEA,ENVI,D-MX,DLAT;university;politician,official,teacher,manager
125030;17;2;1953;Diepenheim;AGRI,PECH,DACP,DPAC,INTA,D-RU;secondary,university;farmer
197662;14;12;1953;ATHINA;AFET,SEDE,D-US,DANZ,DNAT;;
197405;23;1;1969;Varberg;INTA,DMER,DLAT,BUDG,TRAN,D-UK,D-CN;university;manager
94649;20;8;1972;;ENVI,CULT,DACP,DPAC,DMED;;
197536;5;5;1965;Ollioules;ENVI,SANT,D-IL,DMED,LIBE,AFCO;;
197672;27;6;1981;Ismail;EMPL,DROI,D-RS,DSCA,DEPA;university,phd;media,politician,official,manager
197831;9;4;1958;Madrid;DLAT,AFET,D-MX,ENVI,D-UK,D-RU;;
124780;;;;;ECON,D-RS,AFET,BUDG;secondary,university;
239271;4;7;1975;Nicosia;DEVE,BUDG,CONT,D-MX,DLAT,ECON,FEMM,D-BY;;
125214;14;4;1955;Ignalina;D-MD,AGRI,DEPA,ITRE,REGI,D-UA,D-BY;secondary,university;engineer
197429;17;3;1963;Erfurt;JURI,D-MK,IMCO,ITRE,DSCA,DEPA;university;lawyer,official,manager
96697;3;3;1965;Vilnius;D-BY,REGI,DEPA,DEVE,DROI;university;politician,official
197498;;;;;FEMM,AFET,BUDG,EMPL,D-BY,D-CA;;
197651;8;5;1966;Viseu de Sus;DEPA,AGRI,DSCA,D-IL,EMPL,PECH;;
197434;;;;;ITRE,DASE,ENVI;;
197671;4;11;1951;Basarabi;D-UA,AFET,ENVI,SEDE,D-US,DEPA;university;
197649;22;1;1967;Brad;TRAN,PETI,DACP,DAFR,EMPL,ITRE,D-RS,DSEE;;politician,teacher,engineer,manager
197836;13;2;1952;Varna;AFET,D-MK,EMPL,AFCO,D-MD,DEPA;;
197393;12;10;1973;;AFET,DROI,D-RU,CONT,D-UA,DEPA,DACP,DPAC;;
229839;8;11;1979;Karlsruhe;D-CN,IMCO,ECON,JURI;university,phd;teacher,researcher,manager
118859;18;1;1979;St Julians;;university;lawyer,politician,official
95074;29;4;1984;Stramproy;DMAS,LIBE,D-UK,DMED,BUDG,CONT,EMPL;university;politician
197591;16;4;1974;Empoli;ECON,FISC,D-US,D-CA;;
197559;1;11;1965;Ruda Slaska;ITRE,D-CN,BUDG,ENVI,D-IN;;
